,name,Country,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,HB_mean_score,HB_std,HB_count,HB_D_mean_score,HB_D_std,HB_E_mean_score,HB_E_std,HB_rank,PB_mean_score,PB_std,PB_count,PB_D_mean_score,PB_D_std,PB_E_mean_score,PB_E_std,PB_rank,PH_mean_score,PH_std,PH_count,PH_D_mean_score,PH_D_std,PH_E_mean_score,PH_E_std,PH_rank,SR_mean_score,SR_std,SR_count,SR_D_mean_score,SR_D_std,SR_E_mean_score,SR_E_std,SR_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
229,DUSAN DJORDJEVIC,SRB,13.25,0.18,3.0,5.53,0.23,7.72,0.26,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.27,0.73,6.0,5.2,0.0,8.23,0.62,466.0,0.58,26.52,9.0,2,13.26
512,KHANH PHONG NGUYEN,VIE,11.93,0.0,1.0,4.0,0.0,8.43,0.0,577.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,0.02,2.0,6.1,0.0,8.48,0.02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,26.509999999999998,3.0,2,13.7
21,AHMED ANIS MAOUDJ,ALG,12.87,0.0,1.0,5.3,0.0,7.67,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.62,0.87,2.0,4.6,0.85,9.02,0.02,337.0,0.75,26.49,3.0,2,13.37
175,CONOR MCGILLIVRAY,AUS,13.08,0.25,2.0,4.9,0.14,8.22,0.04,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,0.62,6.0,4.4,0.44,9.01,0.25,424.0,0.55,26.47,8.0,2,13.31
759,PHUONG THANH DINH,VIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,1.0,4.9,0.0,8.4,0.0,86.5,13.13,0.0,1.0,5.9,0.0,7.23,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,26.43,2.0,2,13.22
457,JORGE VEGA LOPEZ,GUA,12.72,0.74,2.0,5.6,0.28,7.22,0.6,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66,0.4,4.0,5.3,0.2,8.49,0.47,315.0,0.66,26.380000000000003,6.0,2,13.35
143,CARLO MACCHINI,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.96,0.51,13.0,6.04,0.21,7.92,0.57,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.46,5.0,5.02,0.24,7.38,1.39,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,26.36,18.0,2,13.53
230,DUSAN DORDEVIC,SRB,12.74,0.85,7.0,5.4,0.0,7.34,0.85,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.6,14.0,4.94,0.51,8.72,0.45,352.0,0.79,26.34,21.0,2,13.31
562,LUCA LINO GARZA,ITA,13.75,0.0,2.0,5.4,0.0,8.35,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,0.95,2.0,5.1,0.0,7.48,0.95,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,26.33,4.0,2,13.16
53,AMARI SEWELL,USA,11.85,0.0,1.0,5.4,0.0,6.45,0.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,0.0,1.0,5.2,0.0,9.25,0.0,28.5,1.84,26.299999999999997,2.0,2,13.15
525,KRISTIAN ALEKSI DANISHEVSKI,FIN,12.8,0.0,1.0,5.0,0.0,7.8,0.0,346.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38,0.1,3.0,4.27,0.23,9.11,0.13,432.0,0.3,26.18,4.0,2,13.24
162,CHRISTOPHER HISER,USA,13.25,0.0,1.0,5.1,0.0,8.15,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,1.0,4.9,0.0,8.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,26.15,2.0,2,13.08
23,AHMED ELMARAGHY,EGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,1.03,8.0,5.49,0.24,7.59,0.85,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.97,0.0,1.0,4.8,0.0,8.17,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,26.04,9.0,2,13.06
231,DZMITRY HURYNOVICH,BLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.02,0.02,2.0,4.2,0.0,7.82,0.02,441.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.49,3.0,5.9,0.0,8.1,0.49,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,26.02,5.0,2,13.21
742,PATRICK HOOPES,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68,0.59,3.0,4.23,0.12,8.45,0.48,390.0,13.33,0.96,7.0,6.41,0.11,6.96,1.02,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,26.009999999999998,10.0,2,13.14
658,MOHAMED AMINE YOUSFI,ALG,12.23,0.0,1.0,4.5,0.0,7.73,0.0,518.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73,0.0,1.0,5.5,0.0,8.23,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,25.96,2.0,2,12.98
979,ZACHARY MARCKX,USA,12.85,0.0,1.0,4.3,0.0,8.55,0.0,334.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,1.0,5.5,0.0,7.6,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,25.95,2.0,2,12.98
950,WOONG HUR,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,0.0,1.0,4.2,0.0,7.23,0.0,612.0,14.43,0.0,1.0,6.1,0.0,8.33,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,25.86,2.0,2,12.93
152,CHARLIE LARSON,USA,11.55,0.0,1.0,4.4,0.0,7.25,0.0,623.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,1.0,4.8,0.0,9.45,0.0,69.5,1.91,25.8,2.0,2,12.9
936,WEI AN TERRY TAY,SGP,12.43,0.52,2.0,5.5,0.0,7.28,0.59,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,0.57,2.0,4.4,0.57,9.0,0.07,445.0,0.69,25.78,4.0,2,12.89
51,ALONSO PEREZ,MEX,13.53,0.0,1.0,5.4,0.0,8.23,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.0,1.0,4.2,0.0,8.03,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,25.759999999999998,2.0,2,12.88
437,JOAQUIN ALVAREZ,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,1.0,4.8,0.0,8.1,0.0,325.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,1.0,5.4,0.0,7.4,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,25.700000000000003,2.0,2,12.85
24,AHMED RIADH ALIOUAT,ALG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57,0.38,2.0,4.75,0.21,7.82,0.59,271.5,13.12,0.31,2.0,4.9,0.0,8.22,0.31,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,25.689999999999998,4.0,2,12.84
528,KRISTOPHER STEVEN BOHORQUEZ CANTOR,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,0.0,1.0,4.8,0.0,7.27,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.62,0.07,2.0,5.6,0.0,8.02,0.07,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,25.689999999999998,3.0,2,13.1
100,AZUSA EMATA,JPN,12.76,1.83,2.0,5.65,0.21,7.56,0.98,360.0,12.9,0.0,1.0,5.5,0.0,7.4,0.0,186.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,25.66,3.0,2,12.81
387,JABIEL POLANCO,DOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,0.73,5.0,4.9,0.38,7.03,1.11,533.0,13.73,0.43,10.0,5.2,0.0,8.57,0.44,279.0,1.03,25.66,15.0,2,13.13
418,JAYSON RAMPERSAD,CAN,11.74,1.83,2.0,4.9,0.28,7.04,1.4,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.81,0.42,7.0,5.87,0.23,7.94,0.41,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,25.55,9.0,2,13.35
948,WILLIAM SUNDELL,SWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.14,5.0,5.12,0.22,7.38,0.96,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87,0.0,1.0,4.0,0.0,8.87,0.0,581.0,1.03,25.369999999999997,6.0,2,12.56
438,JOAR AMBLIE,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,1.0,3.7,0.0,8.8,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87,0.0,1.0,4.3,0.0,8.57,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,25.369999999999997,2.0,2,12.68
45,ALI KADER HAQUE,BAN,11.8,0.0,1.0,4.5,0.0,7.4,0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38,0.46,2.0,4.4,0.57,8.98,0.11,434.0,0.97,25.18,3.0,2,12.85
424,JERMAIN GRUNBERG,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,0.0,1.0,5.0,0.0,7.45,0.0,316.0,12.66,2.09,3.0,5.67,0.4,6.99,1.69,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,25.11,4.0,2,12.61
586,MAN HIN LEE,HKG,11.58,1.06,7.0,4.46,0.45,7.14,0.75,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38,0.29,7.0,4.46,0.43,8.93,0.3,429.0,1.19,24.96,14.0,2,12.48
54,ANAS ALI SHAIKH,IND,11.53,0.0,1.0,5.1,0.0,6.43,0.0,625.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.28,0.31,2.0,5.0,0.28,8.28,0.59,461.0,1.03,24.81,3.0,2,12.7
450,JOOA SILLANPAA,FIN,11.88,1.45,2.0,5.05,0.21,6.82,1.66,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88,0.18,2.0,4.4,0.57,8.52,0.32,579.0,1.02,24.76,4.0,2,12.38
770,RAKAN AL HARITHI,QAT,11.83,0.0,1.0,4.0,0.0,7.83,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,1.0,4.9,0.0,8.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,24.73,2.0,2,12.36
878,TAPESWARANATH DAS,IND,11.47,0.0,1.0,4.8,0.0,6.67,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.05,0.12,2.0,4.4,0.57,8.8,0.24,540.0,0.92,24.520000000000003,3.0,2,12.52
206,DAVID VECSERNYES,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,0.47,6.0,5.58,0.2,7.64,0.39,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27,0.0,1.0,4.6,0.0,6.67,0.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,24.5,7.0,2,12.95
532,KYLE WALCHUK,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,1.0,4.4,0.0,7.2,0.0,592.5,12.85,0.0,1.0,6.2,0.0,6.65,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,24.45,2.0,2,12.22
641,MICHAEL REID,JAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91,0.62,2.0,5.2,0.42,7.71,0.2,323.0,11.49,0.62,2.0,5.65,0.35,5.84,0.27,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,24.4,4.0,2,12.2
705,NIKLAS SYVERHUSET,NOR,13.25,0.4,2.0,5.45,0.07,7.85,0.54,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4.1,0.0,7.2,0.0,629.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,24.25,3.0,2,12.5
729,PABLO JHOSUA CALVACHE ARIAS,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53,0.0,1.0,4.4,0.0,7.13,0.0,539.5,12.53,0.0,1.0,4.4,0.0,8.13,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,24.06,2.0,2,12.03
711,NILS MATACHE,GER,11.23,0.0,1.0,5.3,0.0,6.03,0.0,652.0,12.73,0.0,1.0,4.6,0.0,8.13,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,23.96,2.0,2,11.98
951,WOUT JOHAN ALEXANDER TEILLERS,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.81,2.0,5.2,0.14,6.93,0.67,403.0,11.82,1.01,2.0,4.7,0.0,7.12,1.01,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,23.939999999999998,4.0,2,11.97
382,IVAN STRETOVICH,RUS,12.7,0.0,1.0,5.6,0.0,7.1,0.0,381.5,11.13,0.0,1.0,4.6,0.0,6.53,0.0,589.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,23.83,2.0,2,11.92
659,MOHAMED AOUICHA,ALG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.0,1.0,3.8,0.0,7.83,0.0,587.0,12.17,0.0,1.0,4.9,0.0,7.27,0.0,312.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,23.8,2.0,2,11.9
817,RYONGIL JONG,PRK,2.23,0.0,1.0,0.9,0.0,9.33,0.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,1.0,2.2,0.0,9.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.37,0.09,2.0,6.25,0.07,8.12,0.16,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,23.799999999999997,4.0,3,9.54
922,VALIKO DUDUCHAVA,GEO,10.55,1.82,2.0,4.55,0.21,6.0,1.6,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.14,0.8,5.0,4.64,0.88,8.56,0.58,511.0,1.6,23.69,7.0,2,12.4
893,THOMAS GRASSO,ITA,9.69,6.83,3.0,4.33,2.54,8.12,0.33,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,1.09,8.0,5.05,0.95,8.95,0.25,151.0,3.77,23.68,11.0,2,12.82
50,ALLY HAMUDA ABDULLAH,MAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87,0.0,1.0,3.9,0.0,7.97,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65,2.43,2.0,5.0,0.28,6.65,2.14,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,23.52,3.0,2,11.72
769,RAFAEL SZABO,ROU,9.87,0.0,1.0,5.4,0.0,4.57,0.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57,0.0,1.0,5.1,0.0,8.47,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,23.439999999999998,2.0,2,11.72
611,MATHIEU CLATIN,NZL,12.42,0.53,2.0,4.75,0.07,7.68,0.46,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.95,0.14,2.0,3.5,0.0,7.45,0.14,651.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,23.369999999999997,4.0,2,11.68
881,TAS HAJDU,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,1.0,5.1,0.0,7.3,0.0,459.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,1.0,4.3,0.0,6.6,0.0,637.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,23.3,2.0,2,11.65
633,MEHDI TOUGUI,MAR,10.23,0.0,1.0,5.1,0.0,5.13,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,0.12,2.0,4.6,0.85,8.47,0.8,544.5,1.61,23.25,3.0,2,12.09
706,NIKOLAI KOLESNIKOV,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,1.0,4.4,0.0,6.2,0.0,635.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,1.0,4.8,0.0,7.8,0.0,367.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,23.2,2.0,2,11.6
694,NICO VAN DEN BOOGAARD,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,1.0,4.2,0.0,6.9,0.0,518.5,12.06,1.99,2.0,5.05,0.78,7.01,1.21,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,23.16,3.0,2,11.74
291,FILIP WRONSKI,POL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65,0.0,1.0,3.9,0.0,7.75,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,1.0,3.8,0.0,7.7,0.0,590.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,23.15,2.0,2,11.58
351,HMIDA DJABER,ALG,11.93,0.0,1.0,4.4,0.0,7.53,0.0,577.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,0.0,1.0,4.6,0.0,6.83,0.0,637.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,23.060000000000002,2.0,2,11.53
666,MUHAMMAD AFZAL,PAK,8.4,0.0,1.0,2.9,0.0,5.5,0.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,1.0,2.7,0.0,5.85,0.0,697.0,10.38,0.25,2.0,2.6,0.28,8.07,0.39,674.0,2.89,23.03,4.0,3,8.35
136,CAMERON LISTER,GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.35,0.0,1.0,3.5,0.0,7.85,0.0,603.5,11.55,0.0,1.0,4.0,0.0,7.85,0.0,664.0,0.14,22.9,2.0,2,11.45
