,name,Country,UB_mean_score,UB_std,UB_count,UB_D_mean_score,UB_D_std,UB_E_mean_score,UB_E_std,UB_rank,BB_mean_score,BB_std,BB_count,BB_D_mean_score,BB_D_std,BB_E_mean_score,BB_E_std,BB_rank,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
184,COLINE DEVILLARD,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61,0.28,3.0,4.97,0.15,7.64,0.36,97.0,11.9,0.0,1.0,4.5,0.0,7.5,0.0,304.0,13.76,0.63,28.0,4.94,0.57,8.85,0.38,36.0,0.75,38.269999999999996,32.0,3,13.59
46,AMIKA EVERY,ARU,9.8,0.0,1.0,2.1,0.0,7.7,0.0,549.5,9.6,0.0,1.0,4.0,0.0,5.6,0.0,599.5,6.72,4.99,2.0,2.9,2.12,7.08,1.73,678.0,12.1,0.69,3.0,3.67,0.46,8.5,0.17,449.5,3.18,38.22,7.0,4,9.88
667,SHEYEN PETIT,FRA,13.1,0.0,1.0,5.1,0.0,8.0,0.0,78.0,12.5,0.0,1.0,5.2,0.0,7.4,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,1.0,3.6,0.0,8.7,0.0,388.5,0.42,37.900000000000006,3.0,3,12.63
264,FIEN ENGHELS,BEL,13.29,0.61,6.0,5.55,0.16,7.74,0.58,65.0,11.9,0.95,5.0,4.92,0.26,7.06,0.81,213.0,12.6,0.0,1.0,4.6,0.0,8.0,0.0,125.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,37.79,12.0,3,12.65
54,ANA PEREZ,ESP,12.62,0.97,3.0,5.1,0.53,7.62,0.54,139.0,12.92,0.17,4.0,5.1,0.08,7.82,0.17,59.0,12.25,0.12,2.0,4.95,0.21,7.3,0.09,201.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,37.79,9.0,3,12.67
218,ELISABETH SEITZ,GER,14.05,0.75,9.0,6.01,0.14,8.04,0.63,15.0,10.3,0.0,1.0,4.7,0.0,5.6,0.0,517.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.31,0.15,4.0,4.2,0.0,9.11,0.15,74.0,1.17,37.660000000000004,14.0,3,13.57
124,BREANNA SCOTT,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,1.31,6.0,5.47,0.16,6.67,1.17,170.0,12.31,0.48,6.0,4.92,0.13,7.51,0.42,188.0,13.22,0.16,2.0,4.2,0.0,9.02,0.16,87.5,0.94,37.65,14.0,3,12.36
150,CASSANDRA LOUSTALOT,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,0.7,7.0,5.21,0.18,7.28,0.65,117.0,12.52,0.8,6.0,4.98,0.12,7.57,0.83,142.0,12.62,0.26,5.0,3.96,0.09,8.66,0.25,293.0,0.62,37.62,18.0,3,12.53
149,CASSANDRA LEE,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.74,1.45,4.0,4.95,0.83,6.79,0.71,247.0,12.72,0.3,4.0,4.92,0.1,7.82,0.16,108.0,13.1,0.0,1.0,4.2,0.0,8.9,0.0,118.5,1.07,37.56,9.0,3,12.33
120,BIDISHA GAYEN,IND,5.97,0.0,1.0,2.7,0.0,3.27,0.0,645.0,8.48,0.26,2.0,4.15,0.49,4.38,0.31,661.0,11.13,0.0,1.0,4.0,0.0,7.13,0.0,517.5,11.97,0.05,2.0,3.7,0.14,8.27,0.09,492.5,2.42,37.55,6.0,4,9.67
372,KATE SAYER,AUS,12.1,0.0,1.0,4.6,0.0,7.5,0.0,213.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,0.0,1.0,4.9,0.0,7.25,0.0,218.5,13.25,0.0,1.0,4.2,0.0,9.05,0.0,81.5,0.65,37.5,3.0,3,12.5
712,THANTIDA SOPHIA RUECKER,THA,7.27,0.0,1.0,3.4,0.0,3.87,0.0,635.0,8.3,0.0,1.0,4.9,0.0,3.4,0.0,665.0,10.4,0.0,1.0,4.7,0.0,5.8,0.0,618.0,11.5,0.09,2.0,3.8,0.85,7.75,0.87,582.0,1.92,37.47,5.0,4,9.79
97,ARISA KASAHARA,JPN,13.5,0.05,2.0,5.5,0.0,8.0,0.05,47.5,13.82,0.02,2.0,5.6,0.14,8.22,0.12,10.0,10.0,0.0,1.0,4.6,0.0,6.0,0.0,641.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,37.32,5.0,3,12.93
278,GEORGIA BROWN,AUS,13.11,0.56,5.0,5.66,0.09,7.45,0.51,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,0.0,1.0,4.3,0.0,6.83,0.0,517.5,13.0,0.0,1.0,4.2,0.0,8.8,0.0,149.0,0.87,37.24,7.0,3,12.81
370,KATE MCDONALD,AUS,13.18,1.17,6.0,5.4,0.41,7.78,0.77,72.0,12.18,1.07,5.0,5.06,0.05,7.12,1.08,161.5,11.85,0.0,1.0,4.3,0.0,7.55,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,37.21,12.0,3,12.65
50,ANA FUENTES,DOM,8.67,0.0,1.0,3.3,0.0,5.37,0.0,615.0,6.03,0.0,1.0,3.9,0.0,2.73,0.0,682.0,10.53,0.0,1.0,3.7,0.0,6.83,0.0,608.5,11.97,0.0,1.0,3.6,0.0,8.37,0.0,494.5,2.56,37.199999999999996,4.0,4,9.3
188,DANIELA BATRONA,UKR,12.27,0.62,7.0,5.23,0.13,7.04,0.51,182.0,12.68,0.88,7.0,5.34,0.22,7.33,0.82,85.0,12.23,0.45,6.0,4.78,0.16,7.46,0.37,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,37.18,20.0,3,12.4
463,LUISA MAIA,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,1.0,5.0,0.0,6.7,0.0,253.5,12.35,0.0,1.0,4.8,0.0,7.55,0.0,178.5,13.0,0.0,1.0,4.2,0.0,8.9,0.0,149.0,0.65,37.05,3.0,3,12.35
673,SILANE MIELLE,FRA,12.28,0.68,2.0,5.2,0.0,7.08,0.68,180.0,11.82,0.37,3.0,4.93,0.06,6.89,0.34,232.0,12.85,0.3,4.0,5.07,0.05,7.85,0.17,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,36.95,9.0,3,12.38
41,AMAYA KALUKOTTAGE,SRI,7.41,0.36,2.0,1.65,0.07,5.76,0.29,633.0,9.23,0.95,2.0,2.55,0.35,6.68,0.6,625.0,9.01,0.36,2.0,3.2,0.42,5.81,0.79,668.0,11.17,0.0,1.0,3.4,0.0,7.77,0.0,604.0,1.35,36.82,7.0,4,8.92
148,CASEY-JANE MEULEMAN,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,1.0,4.4,0.0,7.8,0.0,156.5,12.17,0.0,1.0,5.1,0.0,7.47,0.0,215.0,12.4,0.24,2.0,3.9,0.42,8.5,0.19,367.0,0.19,36.769999999999996,4.0,3,12.29
297,HARRIET WINGROVE,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,1.0,4.7,0.0,6.8,0.0,295.0,12.1,0.0,1.0,5.0,0.0,7.4,0.0,235.5,13.15,0.0,1.0,4.2,0.0,8.95,0.0,107.0,0.84,36.75,3.0,3,12.25
444,LORENA MEDINA,ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.77,3.0,4.97,0.06,6.84,0.71,235.0,12.19,0.44,5.0,4.88,0.34,7.37,0.14,211.0,12.67,0.32,6.0,4.03,0.27,8.64,0.13,276.0,0.56,36.67,14.0,3,12.31
181,CLARA RAPOSO,CAN,11.7,0.0,1.0,4.2,0.0,7.5,0.0,309.5,12.33,0.0,1.0,5.0,0.0,7.33,0.0,139.5,12.63,0.05,2.0,4.4,0.0,8.23,0.05,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,36.660000000000004,4.0,3,12.32
768,YLEA TOLLET,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,0.0,1.0,4.9,0.0,6.27,0.0,377.5,12.63,0.32,3.0,4.73,0.29,7.9,0.03,116.5,12.83,0.0,1.0,4.2,0.0,8.63,0.0,216.5,0.72,36.63,5.0,3,12.38
442,LIU HSIANG-HAN MAI,TPE,12.4,0.47,2.0,4.35,0.07,8.05,0.4,165.0,12.53,0.0,1.0,5.4,0.0,7.13,0.0,112.0,11.67,0.0,1.0,4.5,0.0,7.47,0.0,360.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,36.6,4.0,3,12.25
58,ANASTASIYA SMANTSAR,BLR,12.22,1.13,4.0,4.92,0.1,7.72,0.41,194.0,12.3,0.3,4.0,5.2,0.18,7.12,0.15,144.0,12.04,0.55,4.0,4.9,0.08,7.34,0.42,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,36.56,12.0,3,12.19
191,DARIA ANGELINA HARTMANN,SUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.0,1.0,4.6,0.0,7.63,0.0,153.0,12.05,0.07,2.0,4.55,0.07,7.55,0.07,250.5,12.25,0.14,4.0,3.5,0.12,8.75,0.04,408.5,0.14,36.53,7.0,3,12.19
467,MADDISON HAJJAR,CAN,11.77,0.0,1.0,4.7,0.0,7.07,0.0,292.5,12.11,0.63,2.0,4.65,0.21,7.46,0.41,173.0,12.57,0.3,3.0,4.7,0.0,7.87,0.3,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,36.45,6.0,3,12.28
656,SENAM RAKPHU,THA,6.23,0.0,1.0,2.0,0.0,4.23,0.0,643.0,7.67,0.0,1.0,4.6,0.0,3.07,0.0,673.0,11.1,0.0,1.0,4.4,0.0,6.7,0.0,526.0,11.38,0.54,2.0,3.5,0.14,7.88,0.68,588.0,2.45,36.38,5.0,4,9.55
275,GABRIELLA VAN FRAYEN,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,1.0,4.1,0.0,7.2,0.0,343.0,12.1,0.0,1.0,5.1,0.0,7.0,0.0,235.5,12.95,0.0,1.0,4.2,0.0,8.75,0.0,166.5,0.83,36.349999999999994,3.0,3,12.12
627,SABRINA CARDERO,CUB,7.06,2.25,2.0,2.7,1.13,4.36,1.12,637.0,7.4,0.0,1.0,4.1,0.0,3.3,0.0,677.0,9.85,0.0,1.0,4.2,0.0,5.75,0.0,648.5,12.03,0.38,2.0,4.2,0.0,7.83,0.38,471.5,2.61,36.34,6.0,4,9.24
274,GABRIELA BARBOSA,BRA,12.25,0.0,1.0,4.8,0.0,7.45,0.0,189.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,1.0,4.3,0.0,7.1,0.0,440.0,12.65,0.0,1.0,4.2,0.0,8.45,0.0,285.0,0.64,36.3,3.0,3,12.1
80,ANNA LOCMELE,LAT,6.0,0.0,1.0,1.8,0.0,4.2,0.0,644.0,9.0,0.0,1.0,4.4,0.0,4.6,0.0,639.0,9.47,0.0,1.0,3.4,0.0,6.17,0.0,662.0,11.83,0.0,1.0,3.4,0.0,8.43,0.0,521.5,2.4,36.3,4.0,4,9.07
678,SIRA MACIAS,ARG,12.15,0.88,4.0,4.95,0.06,7.2,0.82,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,0.16,2.0,4.5,0.0,7.42,0.16,299.0,12.21,1.14,3.0,4.2,0.0,8.44,0.4,420.0,0.8,36.28,9.0,3,12.12
286,GOKSU UCTAS SANLI,TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,0.63,3.0,4.73,0.12,6.42,0.74,381.5,12.61,0.18,4.0,4.92,0.13,7.78,0.13,124.0,12.5,0.0,1.0,4.2,0.0,8.3,0.0,335.5,0.82,36.269999999999996,8.0,3,12.05
0,ABBY MEADOW,GBR,4.95,0.0,1.0,2.2,0.0,6.75,0.0,649.0,8.8,0.0,1.0,4.1,0.0,4.7,0.0,647.5,10.65,0.0,1.0,3.8,0.0,7.15,0.0,599.0,11.8,0.0,1.0,3.2,0.0,8.6,0.0,529.0,3.0,36.2,4.0,4,9.05
256,EVE RUITER,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23,0.0,1.0,4.6,0.0,6.63,0.0,359.0,11.9,0.0,1.0,5.0,0.0,7.2,0.0,304.0,13.0,0.0,1.0,4.2,0.0,8.8,0.0,149.0,0.89,36.13,3.0,3,12.04
174,CHRISTAL SILVA E BEZERRA,BRA,11.2,0.0,1.0,5.1,0.0,6.1,0.0,377.0,12.1,0.0,1.0,4.9,0.0,7.2,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,1.0,4.2,0.0,8.6,0.0,228.5,0.8,36.099999999999994,3.0,3,12.03
230,ELLIE RUSSELL,GBR,11.85,0.0,1.0,4.8,0.0,7.05,0.0,269.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,1.0,4.5,0.0,7.3,0.0,332.5,12.45,0.35,2.0,4.0,0.28,8.5,0.14,349.5,0.42,36.099999999999994,4.0,3,12.14
2,ABERDEEN O'DRISCOL,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,1.0,4.0,0.0,6.1,0.0,544.5,12.85,0.0,1.0,5.0,0.0,7.85,0.0,81.0,12.95,0.0,1.0,4.2,0.0,8.75,0.0,166.5,1.62,35.9,3.0,3,11.97
78,ANNA LENA KONIG,GE1,10.4,0.0,1.0,4.9,0.0,5.5,0.0,482.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,0.0,1.0,5.0,0.0,7.35,0.0,178.5,13.15,0.0,1.0,4.4,0.0,8.75,0.0,107.0,1.41,35.9,3.0,3,11.97
532,MILKA GEHANI,SRI,12.59,0.13,3.0,4.77,0.06,7.82,0.19,142.0,11.88,0.07,2.0,4.7,0.0,7.18,0.07,216.5,11.43,1.27,2.0,4.5,0.71,7.03,0.71,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,35.9,7.0,3,12.06
677,SING WU,TPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03,0.9,2.0,4.75,0.07,7.33,0.75,186.0,11.27,0.0,1.0,4.1,0.0,7.17,0.0,481.0,12.59,0.67,5.0,4.24,0.22,8.35,0.49,304.0,0.78,35.89,8.0,3,12.28
638,SANI MAKELA,FIN,11.77,0.95,2.0,4.9,0.42,6.88,0.53,289.5,11.1,0.0,1.0,4.6,0.0,6.5,0.0,389.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.98,0.38,5.0,4.28,0.44,8.72,0.08,157.0,0.9,35.849999999999994,8.0,3,12.44
168,CHIARA GIUBELLINI,SUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,0.73,2.0,5.0,0.28,5.83,0.38,455.5,12.35,0.18,3.0,5.03,0.06,7.42,0.29,177.0,12.7,0.17,3.0,4.13,0.12,8.57,0.06,260.0,0.88,35.83,8.0,3,12.09
276,GARCELLE NAPIER,RSA,11.3,0.32,3.0,4.47,0.12,6.83,0.28,366.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91,0.29,4.0,4.97,0.13,7.01,0.33,300.0,12.55,0.48,7.0,3.91,0.38,8.67,0.16,321.0,0.64,35.760000000000005,14.0,3,12.1
125,BRISA CARRARO,ARG,12.17,0.47,2.0,4.85,0.07,7.32,0.4,199.5,12.1,0.0,1.0,4.8,0.0,7.3,0.0,177.0,11.43,0.0,1.0,4.5,0.0,6.93,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,35.7,4.0,3,11.97
45,AMELIE PFEIL,GE2,12.05,0.0,1.0,4.4,0.0,7.65,0.0,225.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,3.9,0.0,7.1,0.0,541.0,12.45,0.0,1.0,3.8,0.0,8.65,0.0,349.5,0.75,35.5,3.0,3,11.83
70,ANGELICA MESA VERGARA,COL,11.5,0.14,2.0,4.4,0.0,7.1,0.14,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.38,2.0,4.3,0.14,7.4,0.24,350.5,12.28,0.16,2.0,4.2,0.0,8.08,0.16,398.0,0.41,35.48,6.0,3,11.83
193,DARYA YASSINSKAYA,KAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.26,1.38,3.0,4.17,0.32,7.09,1.06,355.0,11.63,1.0,9.0,4.64,0.3,7.13,0.61,381.0,12.58,0.37,31.0,3.9,0.16,8.71,0.27,310.0,0.78,35.47,43.0,3,12.29
249,EMMA YAP,SIN,11.73,0.0,1.0,4.2,0.0,7.53,0.0,300.5,11.73,0.0,1.0,5.1,0.0,6.63,0.0,249.0,11.93,0.0,1.0,4.6,0.0,7.33,0.0,295.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,35.39,3.0,3,11.8
208,DORINA BOCSOGO,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,1.0,4.6,0.0,5.6,0.0,544.5,12.73,0.3,6.0,4.88,0.04,7.88,0.27,107.0,12.5,0.58,4.0,3.9,0.35,8.62,0.21,339.0,0.86,35.33,11.0,3,12.41
176,CHRISTINA KIOSI,GRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,0.57,2.0,4.55,0.07,6.97,0.57,305.5,11.76,0.05,3.0,4.57,0.15,7.29,0.19,335.0,12.1,0.7,4.0,3.8,0.0,8.4,0.56,453.0,0.54,35.33,9.0,3,11.85
122,BLATHNAID HIGGINS,IRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,1.0,4.7,0.0,6.4,0.0,389.5,11.87,0.0,1.0,4.5,0.0,7.47,0.0,311.5,12.3,0.0,1.0,4.2,0.0,8.2,0.0,388.5,0.61,35.269999999999996,3.0,3,11.76
199,DERIN TANRIYASUKUR,TUR,12.05,0.87,7.0,4.9,0.13,7.15,0.84,228.0,11.67,0.38,2.0,4.8,0.57,6.97,0.19,261.0,11.49,0.35,3.0,4.87,0.06,6.79,0.47,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,35.21,12.0,3,11.85
689,SOPHIE MAROIS,CAN,12.1,0.0,1.0,4.4,0.0,7.7,0.0,213.5,10.68,1.35,3.0,5.1,0.17,5.58,1.3,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,0.53,2.0,3.8,0.57,8.57,0.04,371.0,1.25,35.160000000000004,6.0,3,11.48
459,LUCY LEWIS,GBR,11.57,0.98,3.0,5.03,0.06,6.53,0.93,328.0,11.9,0.0,1.0,4.6,0.0,7.3,0.0,211.0,11.65,0.0,1.0,4.3,0.0,7.45,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,35.12,5.0,3,11.65
183,CLAUDIA VILLALBA,ESP,12.1,0.0,1.0,4.9,0.0,7.2,0.0,213.5,10.87,0.0,1.0,4.2,0.0,6.67,0.0,440.5,12.03,0.05,2.0,4.5,0.0,7.58,0.12,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,35.0,4.0,3,11.76
436,LILLA MAKAI,HUN,11.48,1.77,6.0,4.63,0.88,6.9,1.02,342.0,11.9,0.58,4.0,4.72,0.1,7.18,0.6,211.0,11.5,0.05,2.0,4.45,0.07,7.05,0.12,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,34.88,12.0,3,11.62
34,ALISSA MOERZ,AUT,11.97,0.45,3.0,4.6,0.1,7.37,0.55,246.0,11.1,0.0,1.0,3.9,0.0,7.2,0.0,389.5,11.77,0.0,1.0,4.2,0.0,7.57,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,34.84,5.0,3,11.76
456,LUCIE TRNKOVA,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,0.75,13.0,4.72,0.15,6.95,0.67,262.0,11.81,0.33,13.0,4.54,0.1,7.28,0.31,331.0,11.3,0.0,1.0,3.2,0.0,8.4,0.0,593.5,0.57,34.78,27.0,3,11.72
319,JAMILIA DUFFUS,JAM,7.05,0.0,1.0,3.3,0.0,3.75,0.0,638.5,7.45,0.0,1.0,3.9,0.0,3.55,0.0,676.0,8.05,0.0,1.0,3.5,0.0,4.55,0.0,674.0,12.2,0.0,1.0,4.2,0.0,8.3,0.0,422.0,2.38,34.75,4.0,4,8.69
505,MARINA GUEVARA CORNEJO,CRC,11.7,0.0,1.0,4.0,0.0,7.7,0.0,309.5,11.17,0.0,1.0,4.1,0.0,7.07,0.0,377.5,11.87,0.0,1.0,4.2,0.0,7.67,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,34.739999999999995,3.0,3,11.58
657,SEOHYEON KIM,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.0,1.0,4.4,0.0,5.63,0.0,557.5,11.67,0.0,1.0,4.5,0.0,7.17,0.0,363.5,12.88,0.32,5.0,4.04,0.22,8.88,0.09,194.0,1.13,34.58,7.0,3,12.3
213,ELENA USAKOVA,SVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,1.0,4.3,0.0,7.2,0.0,295.0,11.0,0.0,1.0,4.0,0.0,7.0,0.0,541.0,11.93,0.0,1.0,3.4,0.0,8.53,0.0,502.5,0.47,34.43,3.0,3,11.48
631,SALME STEPHANIE ORTIZ ZABALA,BOL,6.53,0.0,1.0,1.1,0.0,5.43,0.0,641.5,8.33,0.0,1.0,2.8,0.0,5.63,0.0,664.0,8.33,0.0,1.0,3.2,0.0,5.73,0.0,673.0,11.2,0.0,1.0,3.6,0.0,7.9,0.0,599.5,1.93,34.39,4.0,4,8.6
497,MARIA MENDES,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4.2,0.0,6.8,0.0,410.5,11.7,0.0,1.0,4.2,0.0,7.6,0.0,350.5,11.63,0.0,1.0,3.2,0.0,8.43,0.0,564.0,0.39,34.33,3.0,3,11.44
572,NOGA SHALIT,ISR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,0.19,2.0,4.7,0.0,5.63,0.19,513.5,11.68,0.25,2.0,4.7,0.0,7.02,0.18,358.0,12.27,0.0,1.0,3.6,0.0,8.67,0.0,404.5,0.89,34.28,5.0,3,11.26
662,SHANDY POH,SIN,11.4,0.0,1.0,3.5,0.0,7.9,0.0,354.0,10.9,0.0,1.0,3.9,0.0,7.0,0.0,430.5,11.73,0.0,1.0,4.1,0.0,7.63,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,34.03,3.0,3,11.34
590,PATRICIE MAKOVICKOVA,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63,0.0,1.0,5.0,0.0,5.63,0.0,471.0,10.8,0.14,2.0,4.5,0.28,6.5,0.28,576.0,12.49,0.33,8.0,3.9,0.11,8.73,0.16,342.0,0.86,33.92,11.0,3,12.01
535,MINEA AINO MAIJA ANTILA,FIN,10.3,0.0,1.0,2.4,0.0,7.9,0.0,496.5,11.33,0.0,1.0,4.4,0.0,6.93,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.0,1.0,3.6,0.0,8.63,0.0,414.0,0.97,33.86,3.0,3,11.29
561,NHU PHUONG PHAM,VIE,11.72,0.12,2.0,4.05,0.07,7.67,0.19,307.0,10.9,0.89,4.0,4.32,0.15,6.57,0.85,434.5,11.21,0.38,3.0,4.2,0.0,7.01,0.38,497.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,33.83,9.0,3,11.19
516,MEGHAN PEAD,RSA,10.97,0.0,1.0,4.0,0.0,6.97,0.0,409.5,11.4,0.0,1.0,4.5,0.0,6.9,0.0,321.5,11.37,0.0,1.0,4.5,0.0,6.97,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,33.74,3.0,3,11.25
691,SOSEON OH,KOR,10.4,0.0,1.0,5.0,0.0,5.4,0.0,482.5,11.43,0.0,1.0,4.9,0.0,6.53,0.0,317.5,11.9,0.0,1.0,4.7,0.0,7.2,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,33.73,3.0,3,11.24
59,ANCILLA LUCIA MARI MANZANO,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,1.0,4.0,0.0,5.4,0.0,610.5,11.7,0.0,1.0,4.8,0.0,6.9,0.0,350.5,12.47,0.27,4.0,4.1,0.35,8.47,0.31,345.0,1.25,33.57,6.0,3,11.83
515,MEGAN BRIDGE,GBR,7.75,0.0,1.0,3.6,0.0,4.15,0.0,630.0,10.05,0.0,1.0,4.0,0.0,6.05,0.0,553.0,3.05,0.0,1.0,1.1,0.0,8.45,0.0,679.0,12.7,0.57,2.0,4.2,0.57,8.55,0.07,263.5,4.05,33.55,5.0,4,9.25
291,HAEWON SIM,PRK,11.9,0.0,1.0,5.9,0.0,6.0,0.0,256.5,11.47,0.0,1.0,5.0,0.0,6.47,0.0,307.5,10.1,0.0,1.0,4.4,0.0,5.7,0.0,635.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,33.47,3.0,3,11.16
252,ESMÉE BEEKHUIS,NED,11.7,0.0,1.0,5.1,0.0,6.6,0.0,309.5,9.23,0.0,1.0,4.6,0.0,4.63,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,0.54,2.0,3.9,0.42,8.62,0.12,329.0,1.59,33.45,4.0,3,11.49
345,JOSEPHINE SOERENSEN,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,1.0,4.1,0.0,6.1,0.0,531.0,11.3,0.0,1.0,4.2,0.0,7.2,0.0,471.5,11.73,0.0,1.0,3.2,0.0,8.53,0.0,547.5,0.79,33.230000000000004,3.0,3,11.08
67,ANFISSA IVANOVA,KAZ,9.47,0.38,2.0,3.3,0.0,6.17,0.38,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53,0.47,2.0,4.5,0.14,7.03,0.33,400.0,12.16,0.19,4.0,3.55,0.19,8.63,0.1,437.0,1.21,33.16,8.0,3,11.33
452,LUCIA PAULINO,PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.0,1.0,4.1,0.0,6.37,0.0,488.0,11.43,0.0,1.0,4.0,0.0,7.43,0.0,429.0,11.2,0.0,1.0,3.2,0.0,8.0,0.0,599.5,0.5,33.099999999999994,3.0,3,11.03
332,JERUSHA CLARKE,GBR,9.35,0.0,1.0,3.3,0.0,6.05,0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,0.0,1.0,5.0,0.0,6.95,0.0,291.0,11.8,0.0,1.0,3.6,0.0,8.2,0.0,529.0,1.46,33.099999999999994,3.0,3,11.03
